sentence	entity	entity_tag	entity_pos_start_rel	entity_pos_end_rel	label
Французский адвокат Оливье Метцнер, представлявший интересы таких влиятельных фигур, как бывший диктатор Панамы Мануэль Норьега, экс-премьер Франции Доминик де Вильпен и российский олигарх Роман Абрамович, был найден мёртвым.	Доминик де Вильпен	PERSON	149	167	0
Аналитики предрекают легкую победу партии власти, которая будет по-прежнему доминировать в парламенте из 125 мест.	партии власти	ORGANIZATION	35	48	0
В комментариях, опубликованных на сайте Министерства иностранных дел Китая, сообщается, что член Госсовета КНР Ян Цзечи призвал все стороны конфликта проявить выдержку и отметил, что кризис необходимо разрешить политическими и дипломатическими средствами.	Ян Цзечи	PERSON	111	119	0
Пабло Неруда выступал в поддержку президента-социалиста Сальвадора Альенде, который погиб в ходе военного переворота 11 сентября 1973 года.	Пабло Неруда	PERSON	0	12	1
Он повторил обвинения, что США пытаются расширить присутствие ИГ в Афганистане.	ИГ	ORGANIZATION	62	64	-1
"Уфимский политолог Альберт Мифтахов, напротив, считает, что речь идет не о преемнике, а о ""дембельских вариантах""."	политолог	PROFESSION	9	18	0
45-летний Мосийчук был выпущен из тюрьмы после проевропейского восстания в Украине в феврале 2014 года.	Украине	COUNTRY	75	82	0
Представитель вооружённых сил США в Афганистане сказал, что они изучают сообщения о гибели гражданских.	вооружённых сил США	ORGANIZATION	14	33	0
На днях Комиссия проинформировала Белый Дом и Казначейство, что М.Шапиро покинет свой пост в следующем месяце, став, таким образом, первым человеком из команды Б.Обамы, отвечающих за финансовую политику, ушедшим в отставку.	Казначейство	ORGANIZATION	46	58	0
Скорсезе и Де Ниро выступят также продюсерами ленты, а сценарий поручено написать Стивену Зэйллиану, автору «Списка Шиндлера» (Schindler's List) и «Банд Нью-Йорка» (Gangs of New York).	Скорсезе	PERSON	0	8	1
На вопрос о травме основного вратаря сборной Игоря Акинфеева, полученной им в матче российской премьер-лиги между «Спартаком» и ЦСКА, Адвокат ответил, что «футболисты приходят на пресс-конференцию, чтобы говорить о сборной России, а не о „Зените“, „Спартаке“ или ЦСКА».	ЦСКА	ORGANIZATION	128	132	-1
На его взгляд, здесь вопрос даже не в депутатах.	депутатах	PROFESSION	38	47	0
По его словам, визит замгенсека ООН был «успешным», он укрепил антитеррористическое сотрудничество между Китаем и ООН.	ООН	ORGANIZATION	114	117	1
Но в августе 2017 года Квачков вновь оказался на скамье подсудимых: находясь в тюрьме, он записал и передал на волю видеообращение, в котором следствие усмотрело признаки возбуждения ненависти либо вражды («политическая» статья 282 УК РФ).	Квачков	PERSON	23	30	-1
Кевин Спейси во время посещения «Карточного домика» губернатором Мэриленда Мартином О’Мэлли	Кевин Спейси	PERSON	0	12	0
В ответ спикер Госдумы Сергей Нарышкин пообещал поставить вопрос о поведении Пономарева на заседании думской комиссии по этике, глава ЛДПР Владимир Жириновский потребовал лишить Пономарева мандата, а депутат-единоросс Александр Хинштейн назвал его «вруном», заявив, что «слово ранит сильнее, чем дело».	депутат	PROFESSION	200	207	0
Ранее это сделал депутат от «Справедливой России» Илья Пономарев, в своем выступлении охарактеризовавший «Единую Россию» как «партию жуликов и воров» (выражение Алексея Навального) и выразивший убеждение, что новые законодательные акты послужат поводом к репрессивным мерам.	Единую Россию	ORGANIZATION	106	119	-1
53-летний принц получил образование в Оксфордском и Стэнфордском университетах.	принц	PROFESSION	10	15	0
Полиция Белиза объявила о розыске 67-летнего Макафи в связи с убийством Грегори Фолла ещё 12 ноября 2012 года.	Макафи	PERSON	45	51	-1
Но левоцентристский оппозиционный блок во главе с социал-демократами не имеет 120 голосов, необходимых для роспуска нижней палаты парламента.	нижней палаты парламента	ORGANIZATION	116	140	0
Фонд Билла и Мелинды Гейтс – крупнейший частный благотворительный фонд в мире.	Фонд Билла и Мелинды Гейтс	ORGANIZATION	0	26	0
Полиция и журналисты на улицах Парижа после атаки	Полиция	ORGANIZATION	0	7	0
Неназванный представитель армейского коммандования сообщает, что Мурси «нажил себе врагов среди египтян».	египтян	NATIONALITY	96	103	-1
Иран поддерживает сирийского президента Башара Асада в войне против повстанцев с самого начала конфликта.	сирийского президента	PROFESSION	18	39	0
Школьник из Иванова получил «Золотой крест» за доказательство вреда Интернета	Школьник	PROFESSION	0	8	0
Без этих мер Китай столкнулся бы с ситуацией, которая была бы хуже, чем в бывшем Советском Союзе или Восточной Европе.	Советском Союзе	COUNTRY	81	96	0
В 2003 году он был награждён одной из высших наград Белоруссии — орденом Франциска Скорины.	Белоруссии	COUNTRY	52	62	0
Так, можно предположить, что обновленная версия Glass, разработкой которой компания собиралась заняться совместно с Intel, так и не появится на свет.	Intel	ORGANIZATION	116	121	0
В среду, 13 июня 2018 года, премьер-министр Грузии Георгий Квирикашвили заявил, что покидает занимаемую должность.	Георгий Квирикашвили	PERSON	51	71	0
Обама призвал премьер-министра тесно сотрудничать с Евросоюзом и Международным валютным фондом в реализации программы экономических реформ в Греции.	Международным валютным фондом	ORGANIZATION	65	94	1
Как заявил официальный представитель «Национального союза этических граждан» (Unión Nacional de Ciudadanos Éticos) Сесар Дуран, смерть Лино Овьедо совпала с годовщиной свержения парагвайского диктатора Альфредо Стресснера, который правил с 1954 года и был смещён генералом Родригесом именно 3 февраля 1989 года.	Сесар Дуран	PERSON	115	126	0
Режиссер Мартин Скорсезе и Роберт Де Ниро, работавшие ранее над восемью совместными картинами, ныне входящими в золотой фонд мирового кинематографа, решились подарить зрителям еще один общий фильм: обоим приглянулась экранизация криминальной саги Чарльза Брандта «Я слышал, вы красите дома» (I Heard You Paint Houses), основанная на реальных событиях.	Роберт Де Ниро	PERSON	27	41	1
Президент России Дмитрий Медведев принял отставку губернатора Приморского края Сергея Дарькина.	губернатора Приморского края	PROFESSION	50	78	0
Однако в мультсериале, неожиданно этим героем оказывается не спортсмен, а Иисус Христос, который употреблял запрещённые препараты, чтобы совершать чудеса.	спортсмен	PROFESSION	61	70	0
Однако городской управляющий Кембриджа Роберт Хили призвал родных Царнаева не обращаться с такой просьбой:	Царнаева	PERSON	66	74	-1
Премьер министр Новой Зеландии Джон Ки считает, что это серьезная систематическая проблема, которую нужно решить, поскольку в противном случае страна рискует превратиться (по словам бывшего лидера Национальной партии Дона Брэша) в еще одну «далекую Тасманию».	Джон Ки	PERSON	31	38	0
Владимир Путин поздравил Владимира Машкова с 50-летним юбилеем.	Владимир Путин	PERSON	0	14	1
Афганский гуманитарный работник в этом районе, попросивший не называть его имени, сказал, что убито минимум 40 человек, в том числе несколько женщин и детей.	Афганский	NATIONALITY	0	9	0
17 декабря 2015 года уволен с поста главного тренера футбольного клуба «Челси» Жозе Моуринью.	главного тренера футбольного клуба «Челси»	PROFESSION	36	78	0
Напомним, сборная России уверенно стартовала на нынешнем чемпионате Европы, обыграв чехов со счетом — 4:1.	сборная России	ORGANIZATION	10	24	1
В 1946 году он снялся в своём первом фильме «Странная любовь Марты Айверс».	Марты Айверс	PERSON	61	73	0
При этом сенатор подчеркнул, что Вашингтон хочет видеть Исламабад своим «реальным союзником» в борьбе с мировым террором.	сенатор	PROFESSION	9	16	0
Член провинциального совета Хош Мохаммад Насратьяр оценил число погибших гражданских лиц в 55 человек.	Член провинциального совета	PROFESSION	0	27	0
13—14 января Государственный академический театр «Московская оперетта» даёт премьеру — балет Бориса Эйфмана «Анна Каренина».	Бориса Эйфмана	PERSON	93	107	0
В 2013 году дело против Саркози было закрыто.	Саркози	PERSON	24	31	1
8 апреля 2013 года было эксгумировано тело, умершего почти 40 лет назад, известного чилийского поэта Пабло Неруды, в связи с информацией, поступившей от его бывшего шофёра, который утверждает, что нобелевский лауреат был отравлен по приказу диктатора Аугусто Пиночета.	Аугусто Пиночета	PERSON	251	267	-1
Этот матч для «Спартака» стал первым после увольнения тренера Унаи Эмери, который покинул команду после разгромного поражения от «Динамо» со счётом 1:5.	Унаи Эмери	PERSON	62	72	-1
Экс-директор национальной разведки США Деннис Блэр считает, что Сеул, утративший всякое терпение, проведёт в отношении северного соседа военную операцию.	директор национальной разведки США	PROFESSION	4	38	0
Дальше оба боксёра наращивали давление, но преимущество Усика становилось всё очевидней.	боксёра	PROFESSION	11	18	0
Telegram-каналы сообщили, что виновным в является Владислав Росляков 2000 года рождения и публикуют его фотографию.	Владислав Росляков	PERSON	50	68	0
Единственный гол в матче — на счету Жервиньо, отличившегося с передачи Дрогбы под занавес первого тайма.	Жервиньо	PERSON	36	44	1
В течение четырёх дней с актёром не могли связаться, после чего знакомый Панина решил приехать к нему домой на Балаклавский проспект, дом 18.	актёром	PROFESSION	25	32	0
«Суд не приговаривал пятилетнего Филиппа к отбытию наказания, а он его отбывает в виде разлуки с матерью», — заявил на суде общественный защитник Алёхиной Александр Подрабинёк.	общественный защитник	PROFESSION	124	145	0
Их ряды пополнили народный артист России, сценарист и кинорежиссер Владимир Бортко и звезда молодежных сериалов Мария Кожевникова.	Мария Кожевникова	PERSON	112	129	0
Презентацию глянца нового формата посетили известные в Украине и за её пределами художники, именитые дизайнеры и звёздные гости: Диана Агаян, Александра Кормилицына, Юлия Богдан, Алексей и Виктория Лебедько, Танака Икуко, Елена Гребенюк, Константин Зубач, Андрей Кише (Kishe), Владлена Сопко, Поль Манондиз и ведущая телепроекта «Все буде добре» Надежда Матвеева.	Танака Икуко	PERSON	208	220	1
Юноша клянется в преданности «халифу» аль-Багдади, утверждает, что «победа над неверными в войне близка», имея в виду страны коалиции в Ираке и Сирии.	Сирии	COUNTRY	144	149	-1
На пост министра внутренних дел в техническом кабинете Руснока готовят Мартина Пецина, исполнявшего уже эти обязанности в беспартийном правительстве Яна Фишера в 2009-2010 годах.	министра внутренних дел	PROFESSION	8	31	0
Мы очень ценим профессиональные качества Ильи Бера, однако считаем правильным отстранить его от работы в программе на неопределенный срок.	Ильи Бера	PERSON	41	50	-1
Как заявил РИА Новости представитель совета национальной безопасности Белого дома Марк Строх, президент ясно дал понять, что США защитят свои интересы, в том числе и в киберпространстве.	представитель совета национальной безопасности Белого дома	PROFESSION	23	81	0
Премьер-министр Италии Марио Монти подтвердил намерение подать прошение об отставке после того, как парламент одобрит закон о государственном бюджете на 2013 г. Этот и другие вопросы глава кабинета обсудил в ходе двухчасовой беседы с Президентом страны Джорджо Наполитано, передает Reuters.	глава кабинета	PROFESSION	183	197	0
В ответ президент Земан напомнил правоцентристам, что подавляющее большинство чехов против их коалиционного правительства.	президент	PROFESSION	8	17	0
Коалиция заявила, что она имеет в нижней палате необходимую поддержку в 101 голос из 200 для утверждения правительства Немцовой.	нижней палате	ORGANIZATION	34	47	0
Во время избирательной кампании, 85-летний Арпайо выступал в поддержку кандидатуры Дональда Трампа.	Дональда Трампа	PERSON	83	98	1
Власти Сирии отвергают эти обвинения и заявляют, что сообщения о химической атаке выдуманы повстанцами, это мнение разделяет Россия.	Россия	COUNTRY	125	131	-1
В воскресенье, 12 августа 2018, в Санкт-Петербурге по адресу Малая Невка, дом 25, в рамках гражданской инициативы «Последний адрес» состоялась церемония установки мемориального знака трагически погибшему в период сталинских репрессий российскому учёному, ботанику Феодосию Викторовичу Самбуку, чьё дело было полностью сфальсифицировано сотрудниками НКВД СССР.	ботанику	PROFESSION	255	263	0
В случае, если 54 из 81 члена Сената проголосуют за импичмент, Руссефф лишится поста президента и Мишел Темер пробудет президентом до 31 декабря 2018 года — срока окончания её полномочий.	Мишел Темер	PERSON	98	109	0
В своем обращении к нации во вторник вечером глава Военного совета сообщил, что принял отставку правительства Исама Шарафа, которое потеряло доверие большинства египтян, и поручил министрам выполнять свои полномочия до формирования нового кабинета.	правительства Исама Шарафа	ORGANIZATION	96	122	-1
Роман «Мастер и Маргарита» считается величайшим романом русской литературы XX века.	русской	NATIONALITY	56	63	0
Его супруга Энн Синклер – известный французский телевизионный журналист.	Энн Синклер	PERSON	12	23	0
Зырянов выдал идеальный крученый навес с правого края на голову Кержакову, который пробил в штангу ворот Петера Чеха.	Петера Чеха	PERSON	105	116	0
В ответ на подозрения, в компании TikTok заявили, что Китай не имеет влияния на их контент-политику, потому что TikTok не работает в Китае.	Китай	COUNTRY	54	59	0
В 2014 году дело было закрыто, но его возобновили в 2016 году после того, как Голстейн в интервью Fox News заявил, что убил талиба, задержанного в афганском районе Марджа, из опасений, что, если его отпустят на свободу, он будет нападать на афганцев, помогающих американским военным.	Голстейн	PERSON	78	86	1
Интересна дуэль вратарей: один из лучших канадских вратарей (Роберто Люонго) встретится с одним из лучших американских (Тим Томас).	Тим Томас	PERSON	120	129	1
Дочь Ван Цзюня, Ван Цзинцзин, получила образование в Австралии, директор компании Huixin Yin Tong, жила в квартире в Гонконге стоимостью 7 млн долларов.	Ван Цзинцзин	PERSON	16	28	0
Министр иностранных дел Ирана Али Акбар Салехи и его турецкий коллега Ахмет Давутоглу заявили, что будут сотрудничать в борьбе с Курдской рабочей партией и ее иранским аффилиатом – Партией свободной жизни Курдистана.	Али Акбар Салехи	PERSON	30	46	1
Проект Google Glass будет выделен из научно-исследовательской лаборатории Google X в самостоятельный блок под руководством Айви Росс (Ivy Ross), который, в свою очередь, будет отчитываться перед Тони Фаделлом — бывшим менеджером корпорации Apple, принимавшим участие в создании плееров iPod, и руководителем компании Nest Labs, которую Google приобрела в феврале 2014 года.	руководителем компании Nest Labs	PROFESSION	294	326	0
В последние годы, по мере того, как страны отказывались от дипломатических отношений с Тайванем и устанавливали их с Китаем, США воздерживались от использования резких оценок.	Китаем	COUNTRY	117	123	0
Противостояние началось ещё до того, как её утвердили в должности генерального прокурора.	генерального прокурора	PROFESSION	66	88	0
Так, биограф Баффета Энди Килпатрик заявил, что ничего не знает об этом человеке.	Баффета	PERSON	13	20	0
Руснок заявил, что его приоритетами будут: утверждение бюджета, ликвидация последствий наводнения и система получения дотаций из фондов Евросоюза.	Руснок	PERSON	0	6	0
Этот матч для «Спартака» стал первым после увольнения тренера Унаи Эмери, который покинул команду после разгромного поражения от «Динамо» со счётом 1:5.	Спартака	ORGANIZATION	15	23	-1
После вступительного слова председателя соответствующего Нобелевского комитета лауреаты выходили на сцену, по традиции украшенную тысячами свежих цветов, где из рук короля принимали почетную награду, находясь в центре круга, заключающего в себе букву «N» — символ Нобелевского фонда и Нобелевских премий.	Нобелевских	PERSON	285	296	0
"По его словам, изначально задумывалось, что главную роль в башкирской политике будет играть правительство во главе с Раилем Сарбаевым, однако в итоге получилось, что глава региона лишился ""собственного дееспособного аппарата, который в первую очередь зависит от харизмы главы администрации""."	главы администрации	PROFESSION	270	289	0
По данным газеты, банк Квансон является дочерней структурой северокорейского государственного Банка внешней торговли КНДР, который в 2009 году был отмечен министерством финансов США в связи с финансированием организаций, поставляющих Пхеньяну оборудование, которое могло иметь военное назначение.	Банка внешней торговли КНДР	ORGANIZATION	94	121	0
Офицер военно-морской разведки Джеффри Дилайл, не обнаружил особых знаков волнения, когда ему был зачитан приговор, в котором офицера признали виновным в передаче иностранным организациям информации, которая могда повредить национальным интересам Канады.	Офицер военно-морской разведки	PROFESSION	0	30	0
Меркель подчеркнула, что ЕС и НАТО должны тесно сотрудничать во всех очагах напряженности, так как они это делают в Афганистане.	Афганистане	COUNTRY	116	127	0
Мы горды партнерством со знаменитой американской компанией Ральфа Лорена».	американской	COUNTRY	36	48	0
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ха Чжон Ын	PERSON	178	188	-1
Он также помолился за то, чтобы израильтяне и палестинцы смогли жить в мире.	израильтяне	NATIONALITY	32	43	1
В заключительной церемонии фестиваля примут участие ведущие российские филологи-русисты, преподаватели русского языка, писатели, журналисты, государственные и общественные деятели.	писатели	PROFESSION	119	127	0
В то же время, по этическим соображениям, взлетевшая в рейтингах Великобритании песня возможно будет звучать не полностью, хотя это решение не является окончательным.	Великобритании	COUNTRY	65	79	0
Многие критики негативно отнеслись к появлению поп-звёзд на пластинке.	поп-звёзд	PROFESSION	47	56	-1
Американский представитель при ООН Джон Болтон (John Bolton) приветствовал российско-китайский проект как шаг вперёд.	John Bolton	PERSON	48	59	0
Правда потом пелетон успокоился, но от него отделилась группа велосипедистов (13 гонщиков), среди которых оказались и наши соотечественники: казахстанец Максим Иглинский и россияне Александр Колобнев с Александром Ефимкиным.	казахстанец	NATIONALITY	141	152	0
Но «Спартаку» не смогут помочь Инсаурральде и Пареха, так как они получили красные карточки, а также Эменике, получивший четвёртую желтую карточку в сезоне.	Инсаурральде	PERSON	31	43	-1
Китайский политик, побеседовавший с советником президента Обамы по национальной безопасности Сьюзан Райс, добавил также, что необходимо учитывать законные права и интересы всех этнических групп, проживающих в Украине.	Китайский политик	PROFESSION	0	17	1
Позднее, уже в период распада Югославии, Радичу было присвоено звание генерал-полковника, и он возглавил вооруженные формирования боснийских сербов, начавших боевые действия с целью создать на территории Боснии и Герцеговины отдельную сербскую республику.	сербов	NATIONALITY	141	147	0
27 октября боевики «Талибана» совершили нападение на американскую базу в Кандагаре, убив переводчика-афганца.	переводчика	PROFESSION	89	100	0
Кроме того, сообщает «Лента.ру», следователи подозревают горничную в связях с криминалом и причастности к незаконному обороту наркотиков и отмыванию денег.	следователи	PROFESSION	33	44	0
Его вклад в науку уникален, и он вдохновляет всех исследователей.	исследователей	PROFESSION	50	64	0
Для Надаля это было уже шестое поражение от сербского теннисиста в этом году, причем каждый раз он проигрывал в финальных матчах различных чемпионатов, в том числе — Уимблдона.	сербского	NATIONALITY	44	53	0
В течение двух дней выступили группы: Цемент (Рига), Телевизор (Ленинград), Алиби (Дубна), Хроноп (Нижний Новгород), Леонора Гнедлер (экс-ЦЕМЕНТ) (Рига), J.M.K.E. (Таллинн).	ЦЕМЕНТ	ORGANIZATION	138	144	0
Южная и Северная Кореи обменялись артиллерийскими выстрелами.	Северная Кореи	COUNTRY	8	22	-1
Путин опроверг все подозрения, связанные со смертью юриста, и заявил, что тот умер от сердечного приступа.	юриста	PROFESSION	52	58	0
В США в возрасте 101 года скончался американский миллиардер Дэвид Рокфеллер старший.	миллиардер	PROFESSION	49	59	0
Также вся группа обвиняемых кроме Александра Кокорина была признана виновной по статье 116 УК РФ (побои).	РФ	COUNTRY	94	96	0
Ведущий сербский политик в Косово Оливер Иванович убит во вторник, 16 января 2018 года, выстрелами из проезжавшей мимо машины, когда он входил в штаб-квартиру своей партии.	сербский	COUNTRY	8	16	0
Зрителям и организаторам соревнований было очевидно, что посеянная под первым номером пара китаянок Ван Сяоли и Юй Ян, две пары южнокорейских спортсменок (Чун Кюн Ын/Ким Ха На и Ха Чжон Ын/Ким Мин Чжон) и один индонезийский дуэт (Грейся Полии и Мейлиана Джаухари) намеренно пытались проиграть свои матчи, чтобы в кубковой части соревнований выйти на нужных противников и повысить свои шансы на медаль.	Ким Ха На	PERSON	166	175	-1
Пилотировал воздушное судно опытный 54-х летний пилот Сергеей Петрович Пиганов значительное время проработавший в «Авиакомпании Трансавиа-Гарантия»; помимо него, на борту находились еще три пассажира: 29-летняя девушка Ольга Короткова из города Архангельска и два молодых, но уже весьма известных северодвинских предпринимателя Андрей Ершов (28 лет) и руководитель компании «СантехМастер» Денис Колодешников (31 год).	Сергеей Петрович Пиганов	PERSON	54	78	0
Американский представитель при ООН Джон Болтон (John Bolton) приветствовал российско-китайский проект как шаг вперёд.	китайский	COUNTRY	85	94	1
По данным блогеров, эта хулиганская акция красно-белых была запланирована и вызвана недавним убийством болельщика «Спартака» Егора Свиридова, в память о котором фанаты развернули на трибуне плакаты.	блогеров	PROFESSION	10	18	0
Андрей Столбунов активно участвует в написании законопроекта об общественном контроле в РФ.	РФ	COUNTRY	88	90	0
МИД Китая и банковский регулятор страны не ответили на просьбу о комментарии.	МИД Китая	ORGANIZATION	0	9	0
Verizon получит такие активы компании, как Yahoo Sports, Yahoo Finance, Tumblr, Flurry, Gemini и другие.	Gemini	ORGANIZATION	88	94	1
Мадуро, пользующийся поддержкой Китая и России, закрыл границы для американской помощи, но принял помощь от Красного креста.	американской	COUNTRY	67	79	-1
Эти посты согласно пакетным договоренностям были «забронированы» за бывшим вице-премьером Александром Жуковым («Единая Россия») и Иваном Мельниковым (КПРФ).	Александром Жуковым	PERSON	90	109	0
Некоторые видят параллели между войнами в сериале и современной историей Китая — после совместной борьбы с внешним врагом в китайско-японской войне Коммунистическая партия и националистический Гоминьдан начали гражданскую войну.	японской	COUNTRY	133	141	0
14 апреля 2013 года центризбирком Венесуэлы объявил о том, что исполняющий обязанности президента Николас Мадуро победил на внеочередных президентских выборах, проведённых в связи со смертью Уго Чавеса.	президентских	PROFESSION	137	150	0
Он имеет свою цель - трансформировать политическую систему Чешской республики под свои собственные нужды.	Чешской республики	COUNTRY	59	77	0
Также Фактура назначил премьеру видеоклипа, на 7 декабря 2018 года, которая должна состояться на YouTube.	Фактура	PERSON	6	13	0
В республике до сих пор почти ежедневно происходят нападения на полицейских и чиновников, и некоторые аналитики считают, что насилие стало прямым результатом подавления Кремлем инакомыслия.	Кремлем	ORGANIZATION	169	176	-1
Первый раз писателю стало плохо 13 марта 2015 году.	писателю	PROFESSION	11	19	0
Российский хакер сын депутата Госдумы признался в новых преступлениях	Российский	NATIONALITY	0	10	0
Позднее сам Магнитский был арестован по обвинению в коррупции теми самыми чиновниками, которые были причастны к раскрытой им преступной схеме.	Магнитский	PERSON	12	22	-1
Глава Чечни Рамзан Кадыров в своём Telegram-канале сказал, что взгляды Азимова сформировались во Франции и ответственность за это лежит на французских властях.	Рамзан Кадыров	PERSON	12	26	0
«Кавказские мажоры» избили журналиста «Коммерсанта»	журналиста	PROFESSION	27	37	0
Одним из партнеров фонда стал верный соратник Баффета Чарли Мангер.	Баффета	PERSON	46	53	1
26 октября 2012 года суд Милана признал бывшего премьера Италии Сильвио Берлускони виновным в схемах по уклонению от уплаты налогов и приговорил его к четырём годам тюрьмы.	суд Милана	ORGANIZATION	21	31	-1
НАТО продолжает нести потери в Афганистане	Афганистане	COUNTRY	31	42	0
Таможенный контроль со стороны Беларуси возобновился после введение Россией запрета на импорт продовольственной продукции белорусских предприятий Россельхознадзором и введения Россией таможенных проверок транзита товаров из Беларуси в Казахстан.	Беларуси	COUNTRY	31	39	-1
25-летняя девушка выложила фотографию в больничной палате с лучшей подругой Франсией Райсой, которая стала её донором:	Франсией Райсой	PERSON	76	91	1
Пострадавший полицейский Ник Бейли остаётся под надзором врачей.	полицейский	PROFESSION	13	24	0
Об этом сообщает Дик Марти (Dick Marty) в докладе о расследовании деятельности ЦРУ.	ЦРУ	ORGANIZATION	79	82	-1
На этих базах в числе прочего размещены самые современные турецкие истребители — американские F-16C/D Fighting Falcon.	американские	COUNTRY	81	93	0
Нобелевская премия мира 2018 года присуждена врачу Денису Муквеге из Конго и бывшей пленнице «Исламского государства» езидке Наде Мурад из Ирака за их борьбу с использованием сексуального насилия в качестве инструмента ведения войны.	Конго	COUNTRY	69	74	0
Убрав все второстепенные линии романа Льва Толстого, хореограф сосредоточился на любовном треугольнике Анна — Каренин — Вронский.	Льва Толстого	PERSON	38	51	0
Итальянский суд приговорил украинского солдата к 24 годам тюрьмы	Итальянский суд	ORGANIZATION	0	15	-1
Ну, что же, в этом случае Чехии придется жить по временному бюджету.	Чехии	COUNTRY	26	31	0
Панин родился 28 мая 1962 года в Новосибирске, в детстве жил в Челябинске, затем до 22-х лет — в Кемерове, где окончил Институт культуры.	Институт культуры	ORGANIZATION	119	136	0
