sentence	entity	entity_tag	entity_pos_start_rel	entity_pos_end_rel
"Продолжается интенсивная терапия и реабилитация"", - сообщил заместитель директора в научном центре неврологии РАМН, руководителя отделения реанимации, профессора Михаила Пирадова, пишет newsme.com.ua"	Михаила Пирадова	PERSON	162	178
"Продолжается интенсивная терапия и реабилитация"", - сообщил заместитель директора в научном центре неврологии РАМН, руководителя отделения реанимации, профессора Михаила Пирадова, пишет newsme.com.ua"	заместитель директора в научном центре неврологии РАМН	PROFESSION	60	114
"Продолжается интенсивная терапия и реабилитация"", - сообщил заместитель директора в научном центре неврологии РАМН, руководителя отделения реанимации, профессора Михаила Пирадова, пишет newsme.com.ua"	профессора	PROFESSION	151	161
"Продолжается интенсивная терапия и реабилитация"", - сообщил заместитель директора в научном центре неврологии РАМН, руководителя отделения реанимации, профессора Михаила Пирадова, пишет newsme.com.ua"	руководителя отделения реанимации	PROFESSION	116	149
Российского певца отключили от аппарата ИВЛ (искусственной вентиляции легких).	Российского	NATIONALITY	0	11
Российского певца отключили от аппарата ИВЛ (искусственной вентиляции легких).	певца	PROFESSION	12	17
Афганистан направит в Пакистан делегацию Высшего совета мира для обсуждения усилий по организации переговоров с талибами.	Высшего совета мира	ORGANIZATION	41	60
Афганистан направит в Пакистан делегацию Высшего совета мира для обсуждения усилий по организации переговоров с талибами.	Пакистан	COUNTRY	22	30
Афганистан направит в Пакистан делегацию Высшего совета мира для обсуждения усилий по организации переговоров с талибами.	талибами	ORGANIZATION	112	120
Кабул и Исламабад ищут возможности для начала переговоров с талибами.	талибами	ORGANIZATION	60	68
Наблюдатели считают, что главные лидеры талибов, включая Муллу Мухаммада Омара, в настоящее время укрываются на северо-западе Пакистана, в районах расселения племён кочевников.	Муллу Мухаммада Омара	PERSON	57	78
Наблюдатели считают, что главные лидеры талибов, включая Муллу Мухаммада Омара, в настоящее время укрываются на северо-западе Пакистана, в районах расселения племён кочевников.	Пакистана	COUNTRY	126	135
Наблюдатели считают, что главные лидеры талибов, включая Муллу Мухаммада Омара, в настоящее время укрываются на северо-западе Пакистана, в районах расселения племён кочевников.	лидеры талибов	PROFESSION	33	47
Об этом сообщил сегодня заместитель председателя Высшего совета мира Атаулла Лудин.	Атаулла Лудин	PERSON	69	82
Об этом сообщил сегодня заместитель председателя Высшего совета мира Атаулла Лудин.	заместитель председателя Высшего совета мира	PROFESSION	24	68
Он уточнил, что в делегацию, которая во вторник направится в Исламабад, войдут 15 членов совета.	совета	ORGANIZATION	89	95
"""ООН приняла 4 резолюции по Нагорному Карабаху."	ООН	ORGANIZATION	1	4
"""Сопредседатели Минской группы должны оказать давление на Армению, заставив ее уважать принципы международного права, и решить тем самым нагорно-карабахский конфликт."	Сопредседатели Минской группы	PROFESSION	1	30
В 2011 году Азербайджан усилит давление на международные организации в связи с нагорно-карабахским вопросом.	Азербайджан	COUNTRY	12	23
"В противном случае Азербайджан оставляет за собой право решить нагорно-карабахский конфликт иными ресурсами, имеющимися в арсенале республики"", - подчеркнул Гасанов."	Гасанов	PERSON	157	164
"Если ООН является гарантом соблюдения территориальных целостностей стран, на Армению должно быть оказано давление"", - подчеркнул Гасанов."	Армению	COUNTRY	77	84
"Если ООН является гарантом соблюдения территориальных целостностей стран, на Армению должно быть оказано давление"", - подчеркнул Гасанов."	ООН	ORGANIZATION	5	8
Как сообщает AZE.az, в 2011 году Азербайджан намерен увеличить давление на международные организации в связи с нагорно-карабахским конфликтом.	AZE.az	ORGANIZATION	13	19
Как сообщает AZE.az, в 2011 году Азербайджан намерен увеличить давление на международные организации в связи с нагорно-карабахским конфликтом.	Азербайджан	COUNTRY	33	44
Многолетняя деятельность Минской группы ОБСЕ так и не урегулировала нагорно-карабахский конфликт, - сказал завотделом Администрации президента Азербайджана Али Гасанов.	Администрации президента Азербайджана	ORGANIZATION	118	155
Многолетняя деятельность Минской группы ОБСЕ так и не урегулировала нагорно-карабахский конфликт, - сказал завотделом Администрации президента Азербайджана Али Гасанов.	Минской группы ОБСЕ	ORGANIZATION	25	44
Об этом заявил заведующий отделом по общественно-политическим вопросам Администрации президента Азербайджана Али Гасанов.	Али Гасанов	PERSON	109	120
Об этом заявил заведующий отделом по общественно-политическим вопросам Администрации президента Азербайджана Али Гасанов.	заведующий отделом по общественно-политическим вопросам Администрации президента Азербайджана	PROFESSION	15	108
в 2011 году Азербайджан усилит давление на сопредседателей Минской группы ОБСЕ.	сопредседателей Минской группы ОБСЕ	PROFESSION	43	78
"""Когалымавиа"" уже пообещала выплатить компенсацию за ущерб, причиненный здоровью пассажиров, и компенсировать потерю багажа и личных вещей."	Когалымавиа	ORGANIZATION	1	12
"Восемь членов экипажа пострадали при пожаре на борту Ту-154 в аэропорту Сургута в субботу, сообщает авиакомпания ""Когалымавиа"", которой принадлежал самолет."	Когалымавиа	ORGANIZATION	114	125
"На борту было 116 пассажиров, в том числе девять детей, восемь членов экипажа и еще десять работников авиакомпании ""Когалымавиа""."	Когалымавиа	ORGANIZATION	116	127
"На борту было 116 пассажиров, в том числе девять детей, восемь членов экипажа и еще десять работников авиакомпании ""Когалымавиа""."	работников авиакомпании	PROFESSION	91	114
"На борту было 116 пассажиров, в том числе девять детей, восемь членов экипажа и еще десять работников авиакомпании ""Когалымавиа""."	членов экипажа	PROFESSION	63	77
А несколько дней назад спортсмен выпустил официальное опровержение.	спортсмен	PROFESSION	23	32
Бекхэм не стал скрывать также того, что заявления Ирмы Ничи негативно сказалось на его семье и карьере.	Бекхэм	PERSON	0	6
Бекхэм не стал скрывать также того, что заявления Ирмы Ничи негативно сказалось на его семье и карьере.	Ирмы Ничи	PERSON	50	59
В сентябре прошлого года журнал InTouch выпустил статью о том, будто бы знаменитый футболист Дэвид Бекхэм имел связь с проституткой.	InTouch	ORGANIZATION	32	39
В сентябре прошлого года журнал InTouch выпустил статью о том, будто бы знаменитый футболист Дэвид Бекхэм имел связь с проституткой.	проституткой	PROFESSION	119	131
В сентябре прошлого года журнал InTouch выпустил статью о том, будто бы знаменитый футболист Дэвид Бекхэм имел связь с проституткой.	футболист	PROFESSION	83	92
Дэвид Бекхэм опроверг слухи о связи с проституткой.	Дэвид Бекхэм	PERSON	0	12
Дэвид Бекхэм опроверг слухи о связи с проституткой.	проституткой	PROFESSION	38	50
Стоит отметить, девушка подала встречный иск против Дэвида, она обвинила его в ограничении свободы слова.	Дэвида	PERSON	52	58
Футболист через своего представителя уже опровергал эти слухи и сообщил о том, что написанное в статьи не имеет ничего общего с действительностью.	Футболист	PROFESSION	0	9
В воскресной информации сайта mashreghnews.ir говорится, что Ахмади-Неджад уволил советников днем ранее с целью сокращения правительственного аппарата.	Ахмади-Неджад	PERSON	61	74
В воскресной информации сайта mashreghnews.ir говорится, что Ахмади-Неджад уволил советников днем ранее с целью сокращения правительственного аппарата.	советников	PROFESSION	82	92
Иранский проправительственный веб-сайт сообщил о том, что президент страны Махмуд Ахмади-Неджад уволил сразу 14 своих советников.	Иранский	COUNTRY	0	8
Иранский проправительственный веб-сайт сообщил о том, что президент страны Махмуд Ахмади-Неджад уволил сразу 14 своих советников.	президент страны	PROFESSION	58	74
Иранский проправительственный веб-сайт сообщил о том, что президент страны Махмуд Ахмади-Неджад уволил сразу 14 своих советников.	советников	PROFESSION	118	128
Президент Ирана проводит массовую чистку своих рядов.	Президент Ирана	PROFESSION	0	15
Факт увольнений пока не подтверждают государственные средства массовой информации и канцелярия президента Исламской Республики.	канцелярия президента Исламской Республики	ORGANIZATION	84	126
45 ГПК РФ исков в защиту прав, свобод и законных интересов работников предприятия, сообщила пресс-служба Тульской транспортной прокуратуры.	РФ	COUNTRY	7	9
45 ГПК РФ исков в защиту прав, свобод и законных интересов работников предприятия, сообщила пресс-служба Тульской транспортной прокуратуры.	пресс-служба Тульской транспортной прокуратуры	ORGANIZATION	92	138
Прокуратурой проведены проверки по обращениям работников Тульского центра организации работы железнодорожных станций о нарушении трудовых прав в части невыплаты пособия по уходу за ребенком.	Тульского центра организации работы железнодорожных станций	ORGANIZATION	57	116
Только вмешательство прокуратуры помогло решить создавшуюся проблему.	прокуратуры	ORGANIZATION	21	32
Тульская транспортная прокуратура защитила права работников.	Тульская транспортная прокуратура	ORGANIZATION	0	33
Учитывая, что работницы предприятия постоянно проживают на территории зоны проживания с льготным социально-экономическим статусом ежемесячное пособие по уходу за ребенком должно выплачиваться в двойном размере до достижения ребенком трехлетнего возраста.	работницы предприятия	PROFESSION	14	35
"""Мы испытываем чувство огромного уважения к министру Бараку и он остается нашим основным каналом связи между США и Израилем, - сказал Кроули."	Бараку	PERSON	53	59
"""Мы испытываем чувство огромного уважения к министру Бараку и он остается нашим основным каналом связи между США и Израилем, - сказал Кроули."	Израилем	COUNTRY	115	123
"""Мы испытываем чувство огромного уважения к министру Бараку и он остается нашим основным каналом связи между США и Израилем, - сказал Кроули."	США	COUNTRY	109	112
"""Мы испытываем чувство огромного уважения к министру Бараку и он остается нашим основным каналом связи между США и Израилем, - сказал Кроули."	министру	PROFESSION	44	52
В нем Кроули уведомил, что администрация Обамы намерена и дальше сотрудничать с израильским политиком.	Кроули	PERSON	6	12
В нем Кроули уведомил, что администрация Обамы намерена и дальше сотрудничать с израильским политиком.	администрация Обамы	ORGANIZATION	27	46
В нем Кроули уведомил, что администрация Обамы намерена и дальше сотрудничать с израильским политиком.	израильским	NATIONALITY	80	91
В нем Кроули уведомил, что администрация Обамы намерена и дальше сотрудничать с израильским политиком.	политиком	PROFESSION	92	101
Вместе с тем, официальный представитель госдепартамента Филип Кроули сделал заявление, отрицающее эту информацию.	Филип Кроули	PERSON	56	68
Вместе с тем, официальный представитель госдепартамента Филип Кроули сделал заявление, отрицающее эту информацию.	официальный представитель госдепартамента	PROFESSION	14	55
"Однако некоторые другие представители администрации подтвердили в беседе с ""Гаарец"" разочарование Бараком."	Бараком	PERSON	98	105
"Однако некоторые другие представители администрации подтвердили в беседе с ""Гаарец"" разочарование Бараком."	Гаарец	ORGANIZATION	76	82
"Однако некоторые другие представители администрации подтвердили в беседе с ""Гаарец"" разочарование Бараком."	представители администрации	PROFESSION	24	51
"Представители администрации США в беседе с газетой ""Гаарец"" подтвердили разочарование США израильским министром обороны Эхудом Бараком в связи с зашедшим в тупик мирным процессом."	Гаарец	ORGANIZATION	52	58
"Представители администрации США в беседе с газетой ""Гаарец"" подтвердили разочарование США израильским министром обороны Эхудом Бараком в связи с зашедшим в тупик мирным процессом."	Представители администрации США	PROFESSION	0	31
"Представители администрации США в беседе с газетой ""Гаарец"" подтвердили разочарование США израильским министром обороны Эхудом Бараком в связи с зашедшим в тупик мирным процессом."	Эхудом Бараком	PERSON	120	134
"Представители администрации США в беседе с газетой ""Гаарец"" подтвердили разочарование США израильским министром обороны Эхудом Бараком в связи с зашедшим в тупик мирным процессом."	израильским	COUNTRY	90	101
"Представители администрации США в беседе с газетой ""Гаарец"" подтвердили разочарование США израильским министром обороны Эхудом Бараком в связи с зашедшим в тупик мирным процессом."	министром обороны	PROFESSION	102	119
30 декабря было объявлено, что досубедное следствие по делу завершено, и Юлии Тимошенко предъявили окончательное обвинение.	Юлии Тимошенко	PERSON	73	87
«Были проигнорированы все возможности опросить свидетелей, не было сделано то, что должно делать по закону, - заявила Тимошенко.	Тимошенко	PERSON	118	127
Буквально сегодня стало известно, что в следующий раз признанная единым лидером украинской демократической оппозиции Тимошенко должна прибыть в Генпрокуратуру 5 января в 12:00.Напомним, что служебный подлог уже использовался на протяжении минувшего 2010 года правоохранительными органами Украины для расправы над политической оппозицией.	Генпрокуратуру	ORGANIZATION	144	158
Буквально сегодня стало известно, что в следующий раз признанная единым лидером украинской демократической оппозиции Тимошенко должна прибыть в Генпрокуратуру 5 января в 12:00.Напомним, что служебный подлог уже использовался на протяжении минувшего 2010 года правоохранительными органами Украины для расправы над политической оппозицией.	Тимошенко	PERSON	117	126
Буквально сегодня стало известно, что в следующий раз признанная единым лидером украинской демократической оппозиции Тимошенко должна прибыть в Генпрокуратуру 5 января в 12:00.Напомним, что служебный подлог уже использовался на протяжении минувшего 2010 года правоохранительными органами Украины для расправы над политической оппозицией.	лидером украинской демократической оппозиции	PROFESSION	72	116
Буквально сегодня стало известно, что в следующий раз признанная единым лидером украинской демократической оппозиции Тимошенко должна прибыть в Генпрокуратуру 5 января в 12:00.Напомним, что служебный подлог уже использовался на протяжении минувшего 2010 года правоохранительными органами Украины для расправы над политической оппозицией.	правоохранительными органами Украины	ORGANIZATION	259	295
Буквально сегодня стало известно, что в следующий раз признанная единым лидером украинской демократической оппозиции Тимошенко должна прибыть в Генпрокуратуру 5 января в 12:00.Напомним, что служебный подлог уже использовался на протяжении минувшего 2010 года правоохранительными органами Украины для расправы над политической оппозицией.	украинской	COUNTRY	80	90
В ближайшее время дело Юлии Тимошенко должно быть передано в суд.	Юлии Тимошенко	PERSON	23	37
На следующий день, 31 декабря Юлия Тимошенко находилась в здании Генеральной прокуратуры Украины, где ее в очередной раз допрашивали по делу о расходовании не по назначению 480 миллионов евро.	Генеральной прокуратуры Украины	ORGANIZATION	65	96
Она уверена, что обвинения против нее инициировал президент Украины Виктор Янукович.	президент Украины	PROFESSION	50	67
По словам Тимошенко, необходимых экспертиз и следственных действий в ходе досудебного разбирательства проведено не было.	Тимошенко	PERSON	10	19
По словам Юрия Сухова, адвоката бывшего главы Государственной таможенной службы Украины Анатолия Макаренко, для взятия под стражу его подзащитного сотрудники Службы Безопасности Украины исказили содержание решения Стокгольмского арбитража по делу «РосУкрЭнерго».	РосУкрЭнерго	ORGANIZATION	248	260
По словам Юрия Сухова, адвоката бывшего главы Государственной таможенной службы Украины Анатолия Макаренко, для взятия под стражу его подзащитного сотрудники Службы Безопасности Украины исказили содержание решения Стокгольмского арбитража по делу «РосУкрЭнерго».	Стокгольмского арбитража	ORGANIZATION	214	238
По словам Юрия Сухова, адвоката бывшего главы Государственной таможенной службы Украины Анатолия Макаренко, для взятия под стражу его подзащитного сотрудники Службы Безопасности Украины исказили содержание решения Стокгольмского арбитража по делу «РосУкрЭнерго».	адвоката	PROFESSION	23	31
По словам Юрия Сухова, адвоката бывшего главы Государственной таможенной службы Украины Анатолия Макаренко, для взятия под стражу его подзащитного сотрудники Службы Безопасности Украины исказили содержание решения Стокгольмского арбитража по делу «РосУкрЭнерго».	главы Государственной таможенной службы Украины	PROFESSION	40	87
По словам Юрия Сухова, адвоката бывшего главы Государственной таможенной службы Украины Анатолия Макаренко, для взятия под стражу его подзащитного сотрудники Службы Безопасности Украины исказили содержание решения Стокгольмского арбитража по делу «РосУкрЭнерго».	сотрудники Службы Безопасности Украины	PROFESSION	147	185
Премьер-министр Украины в 2005, 2007-2010 гг., председатель партии «Батьківщина» Юлия Тимошенко заявила, что предъявленные ей обвинения в нецелевом расходовании средств сфабрикованы, сообщили VVnews в пресс-службе Всеукраинского объединения «Батьківщина».	VVnews	ORGANIZATION	192	198
Премьер-министр Украины в 2005, 2007-2010 гг., председатель партии «Батьківщина» Юлия Тимошенко заявила, что предъявленные ей обвинения в нецелевом расходовании средств сфабрикованы, сообщили VVnews в пресс-службе Всеукраинского объединения «Батьківщина».	Батьківщина	ORGANIZATION	68	79
Премьер-министр Украины в 2005, 2007-2010 гг., председатель партии «Батьківщина» Юлия Тимошенко заявила, что предъявленные ей обвинения в нецелевом расходовании средств сфабрикованы, сообщили VVnews в пресс-службе Всеукраинского объединения «Батьківщина».	Всеукраинского	COUNTRY	214	228
Премьер-министр Украины в 2005, 2007-2010 гг., председатель партии «Батьківщина» Юлия Тимошенко заявила, что предъявленные ей обвинения в нецелевом расходовании средств сфабрикованы, сообщили VVnews в пресс-службе Всеукраинского объединения «Батьківщина».	Премьер-министр Украины	PROFESSION	0	23
Премьер-министр Украины в 2005, 2007-2010 гг., председатель партии «Батьківщина» Юлия Тимошенко заявила, что предъявленные ей обвинения в нецелевом расходовании средств сфабрикованы, сообщили VVnews в пресс-службе Всеукраинского объединения «Батьківщина».	Юлия Тимошенко	PERSON	81	95
Премьер-министр Украины в 2005, 2007-2010 гг., председатель партии «Батьківщина» Юлия Тимошенко заявила, что предъявленные ей обвинения в нецелевом расходовании средств сфабрикованы, сообщили VVnews в пресс-службе Всеукраинского объединения «Батьківщина».	председатель партии	PROFESSION	47	66
Тимошенко обвиняет следствие в фальсификации своего дела.	следствие	ORGANIZATION	19	28
Тимошенко обещала с ознакомлением «не затягивать», а также «чётко идти по закону» и не мешать правосудию.	Тимошенко	PERSON	0	9
Активное участие в акции приняли студенты-дизайнеры из ВГУЭС, собравшие на благотворительной ярмарке 12000 рублей, на которые были приобретены игры и наборы для творчества.	ВГУЭС	ORGANIZATION	55	60
Активное участие в акции приняли студенты-дизайнеры из ВГУЭС, собравшие на благотворительной ярмарке 12000 рублей, на которые были приобретены игры и наборы для творчества.	студенты-дизайнеры	PROFESSION	33	51
"Благотворительный новогодний утренник состоится в детском реабилитационном центре ""Маяк"" во Владивостоке 4 января в 11 часов."	Маяк	ORGANIZATION	83	87
Директор центра Витальев Александр Сергеевич.	Витальев Александр Сергеевич	PERSON	16	44
Директор центра Витальев Александр Сергеевич.	Директор центра	PROFESSION	0	15
Его проведут студенты актерского факультета Академии Искусств, поэтому представление обещает быть ярким и незабываемым.	студенты актерского факультета Академии Искусств	PROFESSION	13	61
Кажому ребенку вручат яркий новогодний подарок, с душой собранный для него активными мамами Владивостока, сообщила РИА PrimaMedia координатор акции Ксения Малыгина.	Ксения Малыгина	PERSON	148	163
Кажому ребенку вручат яркий новогодний подарок, с душой собранный для него активными мамами Владивостока, сообщила РИА PrimaMedia координатор акции Ксения Малыгина.	РИА PrimaMedia	ORGANIZATION	115	129
Кроме Деда Мороза и Снегурочки юные зрители увидят сценический бой, услышат новогодний рэп от Деда Жары.	Деда Жары	PERSON	94	103
Кроме Деда Мороза и Снегурочки юные зрители увидят сценический бой, услышат новогодний рэп от Деда Жары.	Деда Мороза	PERSON	6	17
Кроме Деда Мороза и Снегурочки юные зрители увидят сценический бой, услышат новогодний рэп от Деда Жары.	Снегурочки	PERSON	20	30
Мамы Владивостока дарят праздник воспитанникам Маяка.	воспитанникам Маяка	PROFESSION	33	52
"Они хотят чувствовать себя нужными кому-то, ощущать интерес к себе персонально"", - говорит пользователь форума Владмама Далина."	Владмама	ORGANIZATION	111	119
"Они хотят чувствовать себя нужными кому-то, ощущать интерес к себе персонально"", - говорит пользователь форума Владмама Далина."	Далина	PERSON	120	126
"По словам директора ""Маяка"" Витальева Александра Сергеевича это как раз то, что так необходимо детям в зимнее время."	Маяка	ORGANIZATION	21	26
"По словам директора ""Маяка"" Витальева Александра Сергеевича это как раз то, что так необходимо детям в зимнее время."	"директора ""Маяка"""	PROFESSION	10	27
"Справка: В социально-реабилитационном центре для несовершеннолетних ""Маяк"" находится больше 60 детей от 4 до 17 лет из малообеспеченных, многодетных, неблагополучных семей и семей, оказавшихся в трудной жизненной ситуации."	Маяк	ORGANIZATION	69	73
Участницы благотворительного фонда Владмама собрали для ребятишек подарки и вручат их на благотворительном утреннике.	Владмама	ORGANIZATION	35	43
Центр находится по адресу г. Владивосток, ул. Сипягина 15.	Сипягина	PERSON	46	54
84-летнего исполнителя рок-н-ролла увели за кулисы, где ему была оказана медицинская помощь.	исполнителя рок-н-ролла	PROFESSION	11	34
Знаменитый музыкант потерял сознание на концерте.	музыкант	PROFESSION	11	19
Зрители, ставшие очевидцами происшествия, рассказывают, что легендарный музыкант играл очередную композицию на рояле.	музыкант	PROFESSION	72	80
Легендарный музыкант Чак Берри упал в обморок во время концерта в Чикаго.	Чак Берри	PERSON	21	30
Легендарный музыкант Чак Берри упал в обморок во время концерта в Чикаго.	музыкант	PROFESSION	12	20
Напомним, что легендарный Чак Берри начал выступать в 50-е годы XX века и до сих пор регулярно гастролирует с концертами, пишет uznayvse.ru	Чак Берри	PERSON	26	35
"Примерно через полчаса после инцидента Чак Берри вернулся на сцену и поблагодарил медиков, которые ""померили ему давление""."	медиков	PROFESSION	82	89
Состояние музыканта, по заключению обследовавших его врачей, расценивается как хорошее.	врачей	PROFESSION	53	59
Состояние музыканта, по заключению обследовавших его врачей, расценивается как хорошее.	музыканта	PROFESSION	10	19
В Карагандинской области чабан несколько дней искал свое стадо.	чабан	PROFESSION	25	30
В Каркаралинском районе Карагандинской области отыскался пастух, искавший несколько дней свое стадо.	пастух	PROFESSION	57	63
Двумя сутками раньше, пастух выехал из отделения на лошади за скотом на пастбище и не вернулся.	пастух	PROFESSION	22	28
Как сообщалось ранее, родственники потерявшегося 40-летнего мужчины 29 декабря обратились за помощью в отдел по ЧС Каркаралинского района.	отдел по ЧС Каркаралинского района	ORGANIZATION	103	137
Навстречу выехала оперативная группа ДЧС области.	оперативная группа ДЧС области	ORGANIZATION	18	48
Потерявшийся мужчина сам сообщил, что он нашел своих лошадей и гонит их с зимовки Буркутты.	Буркутты	PERSON	82	90
RGI подала против Synergy иск в высокий суд Лондона и потребовала компенсацию за разглашение информации.	RGI	ORGANIZATION	0	3
RGI подала против Synergy иск в высокий суд Лондона и потребовала компенсацию за разглашение информации.	Synergy	ORGANIZATION	18	25
RGI подала против Synergy иск в высокий суд Лондона и потребовала компенсацию за разглашение информации.	высокий суд Лондона	ORGANIZATION	32	51
RGI реализует девелоперские проекты в Москве.	RGI	ORGANIZATION	0	3
«Любые предположения об обратном являются ложью», — сказали в пресс-службе.	пресс-службе	ORGANIZATION	62	74
В RGI утверждают, что дважды запрашивали отчет Ernst & Young, но так и не получили его.	Ernst & Young	ORGANIZATION	47	60
В заявлении говорится, что компания Ernst & Young по заданию Петра Шуры провела аудит документации RGI и якобы выявила просчеты в управлении девелопером.	RGI	ORGANIZATION	99	102
В заявлении говорится, что компания Ernst & Young по заданию Петра Шуры провела аудит документации RGI и якобы выявила просчеты в управлении девелопером.	Петра Шуры	PERSON	61	71
В свою очередь официальный представитель RGI заявил, что компания предоставила Петру Шуре и его советникам исчерпывающий доступ к информации.	Петру Шуре	PERSON	79	89
В свою очередь официальный представитель RGI заявил, что компания предоставила Петру Шуре и его советникам исчерпывающий доступ к информации.	официальный представитель RGI	PROFESSION	15	44
В свою очередь официальный представитель RGI заявил, что компания предоставила Петру Шуре и его советникам исчерпывающий доступ к информации.	советникам	PROFESSION	96	106
Источник издания, близкий к RGI, назвал обвинения Петра Шуры «безосновательными» и обвинил предпринимателя в том, что тот «разбрасывается исками как конфетти».	RGI	ORGANIZATION	28	31
Источник издания, близкий к RGI, назвал обвинения Петра Шуры «безосновательными» и обвинил предпринимателя в том, что тот «разбрасывается исками как конфетти».	Петра Шуры	PERSON	50	60
Источник издания, близкий к RGI, назвал обвинения Петра Шуры «безосновательными» и обвинил предпринимателя в том, что тот «разбрасывается исками как конфетти».	предпринимателя	PROFESSION	91	106
Как стало известно изданию Daily Telegraph, Петр Шура подал иск против RGI в королевский суд Гернси (на этом острове зарегистрирована RGI).	Daily Telegraph	ORGANIZATION	27	42
Как стало известно изданию Daily Telegraph, Петр Шура подал иск против RGI в королевский суд Гернси (на этом острове зарегистрирована RGI).	королевский суд Гернси	ORGANIZATION	77	99
